 X  Y Z          g^2        k          sqrt_kgg    coef       t           zx          zy
 7  1 5.31278205 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130720  7.00000388  4.19852432
 8  1 5.31278217 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130734  8.00000000  4.19852439
 9  1 5.31278205 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130720  8.99999612  4.19852432
10  1 5.31275165 1.61684031 0.98473961 1.26181088 -0.65671970 6.20127173  9.99950287  4.19850602
11  1 5.31200004 1.61684464 0.98473954 1.26181253 -0.65671896 6.20039978 10.99150725  4.19805267
12  1 5.30496967 1.61708443 0.98473588 1.26190374 -0.65667798 6.19248980 11.93646138  4.19377357
13  1 5.26621604 1.62239141 0.98465496 1.26392078 -0.65577319 6.15375208 12.69933438  4.16942164
14  1 5.11255634 1.68811208 0.98369511 1.28863789 -0.64488484 6.05118723 12.95820661  4.06484929
15  1 4.62556434 2.23368058 0.97790766 1.47794904 -0.57212703 5.99067790 12.30812553  3.69187447
 0  2 3.79977417 5.07127179 0.96788757 2.21549564 -0.39743396 6.36015763  5.05548529  2.67482583
 1  2 5.11255634 1.68811208 0.98369511 1.28863789 -0.64488484 6.05118723  4.06484929  3.04179339
 2  2 5.59954834 1.14254358 0.99500961 1.06622786 -0.75815738 5.84407993  3.18286275  3.18286275
 3  2 5.75320804 1.07682291 0.99714631 1.03621908 -0.77656138 5.89129178  3.34086031  3.22136413
 4  2 5.79196167 1.07151593 0.99733029 1.03375785 -0.77811055 5.92158184  4.07199446  3.23009281
 5  2 5.79899204 1.07127614 0.99733865 1.03364650 -0.77818078 5.92834387  5.00962194  3.23160864
 6  2 5.79974365 1.07127181 0.99733880 1.03364449 -0.77818205 5.92910456  6.00056322  3.23176868
 7  2 5.79977405 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913561  7.00000440  3.23177514
 8  2 5.79977417 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913573  8.00000000  3.23177516
 9  2 5.79977405 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913561  8.99999560  3.23177514
10  2 5.79974365 1.07127181 0.99733880 1.03364449 -0.77818205 5.92910456  9.99943678  3.23176868
11  2 5.79899204 1.07127614 0.99733865 1.03364650 -0.77818078 5.92834387 10.99037806  3.23160864
12  2 5.79196167 1.07151593 0.99733029 1.03375785 -0.77811055 5.92158184 11.92800554  3.23009281
13  2 5.75320804 1.07682291 0.99714631 1.03621908 -0.77656138 5.89129178 12.65913969  3.22136413
14  2 5.59954834 1.14254358 0.99500961 1.06622786 -0.75815738 5.84407993 12.81713725  3.18286275
15  2 5.11255634 1.68811208 0.98369511 1.28863789 -0.64488484 6.05118723 11.93515071  3.04179339
 0  3 3.95343387 5.00555112 0.96799113 2.20121082 -0.39979830 6.59127223  5.27035885  3.19633617
 1  3 5.26621604 1.62239141 0.98465496 1.26392078 -0.65577319 6.15375208  4.16942164  3.30066562
 2  3 5.75320804 1.07682291 0.99714631 1.03621908 -0.77656138 5.89129178  3.22136413  3.34086031
 3  3 5.90686774 1.01110223 0.99956079 1.00531495 -0.79647233 5.92777901  3.35176515  3.35176515
 4  3 5.94562137 1.00579526 0.99976953 1.00277786 -0.79815237 5.95662703  4.07428587  3.35422265
 5  3 5.95265174 1.00555547 0.99977901 1.00266308 -0.79822855 5.96321530  5.00992788  3.35464828
 6  3 5.95340335 1.00555113 0.99977918 1.00266100 -0.79822992 5.96396002  6.00058113  3.35469319
 7  3 5.95343375 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399044  7.00000454  3.35469500
 8  3 5.95343387 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399056  8.00000000  3.35469500
 9  3 5.95343375 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399044  8.99999546  3.35469500
10  3 5.95340335 1.00555113 0.99977918 1.00266100 -0.79822992 5.96396002  9.99941887  3.35469319
11  3 5.95265174 1.00555547 0.99977901 1.00266308 -0.79822855 5.96321530 10.99007212  3.35464828
12  3 5.94562137 1.00579526 0.99976953 1.00277786 -0.79815237 5.95662703 11.92571413  3.35422265
13  3 5.90686774 1.01110223 0.99956079 1.00531495 -0.79647233 5.92777901 12.64823485  3.35176515
14  3 5.75320804 1.07682291 0.99714631 1.03621908 -0.77656138 5.89129178 12.77863587  3.34086031
15  3 5.26621604 1.62239141 0.98465496 1.26392078 -0.65577319 6.15375208 11.83057836  3.30066562
 0  4 3.99218750 5.00024414 0.96799961 2.20005327 -0.39999112 6.65374428  5.32287729  4.04158498
 1  4 5.30496967 1.61708443 0.98473588 1.26190374 -0.65667798 6.19248980  4.19377357  4.06353862
 2  4 5.79196167 1.07151593 0.99733029 1.03375785 -0.77811055 5.92158184  3.23009281  4.07199446
 3  4 5.94562137 1.00579526 0.99976953 1.00277786 -0.79815237 5.95662703  3.35422265  4.07428587
 4  4 5.98437500 1.00048828 0.99998048 1.00023435 -0.79984380 5.98530991  4.07480177  4.07480177
 5  4 5.99140537 1.00024849 0.99999006 1.00011927 -0.79992050 5.99188175  5.00999675  4.07489108
 6  4 5.99215698 1.00024416 0.99999024 1.00011719 -0.79992188 5.99262511  6.00058516  4.07490050
 7  4 5.99218738 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265548  7.00000457  4.07490088
 8  4 5.99218750 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265560  8.00000000  4.07490088
 9  4 5.99218738 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265548  8.99999543  4.07490088
10  4 5.99215698 1.00024416 0.99999024 1.00011719 -0.79992188 5.99262511  9.99941484  4.07490050
11  4 5.99140537 1.00024849 0.99999006 1.00011927 -0.79992050 5.99188175 10.99000325  4.07489108
12  4 5.98437500 1.00048828 0.99998048 1.00023435 -0.79984380 5.98530991 11.92519823  4.07480177
13  4 5.94562137 1.00579526 0.99976953 1.00277786 -0.79815237 5.95662703 12.64577735  4.07428587
14  4 5.79196167 1.07151593 0.99733029 1.03375785 -0.77811055 5.92158184 12.76990719  4.07199446
15  4 5.30496967 1.61708443 0.98473588 1.26190374 -0.65667798 6.19248980 11.80622643  4.06353862
 0  5 3.99921787 5.00000435 0.96799999 2.20000095 -0.39999984 6.66536487  5.33228979  5.00556074
 1  5 5.31200004 1.61684464 0.98473954 1.26181253 -0.65671896 6.20039978  4.19805267  5.00849275
 2  5 5.79899204 1.07127614 0.99733865 1.03364650 -0.77818078 5.92834387  3.23160864  5.00962194
 3  5 5.95265174 1.00555547 0.99977901 1.00266308 -0.79822855 5.96321530  3.35464828  5.00992788
 4  5 5.99140537 1.00024849 0.99999006 1.00011927 -0.79992050 5.99188175  4.07489108  5.00999675
 5  5 5.99843574 1.00000870 0.99999965 1.00000418 -0.79999722 5.99845244  5.01000867  5.01000867
 6  5 5.99918735 1.00000436 0.99999983 1.00000210 -0.79999860 5.99919573  6.00058586  5.01000993
 7  5 5.99921775 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922610  7.00000458  5.01000998
 8  5 5.99921787 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922622  8.00000000  5.01000998
 9  5 5.99921775 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922610  8.99999542  5.01000998
10  5 5.99918735 1.00000436 0.99999983 1.00000210 -0.79999860 5.99919573  9.99941414  5.01000993
11  5 5.99843574 1.00000870 0.99999965 1.00000418 -0.79999722 5.99845244 10.98999133  5.01000867
12  5 5.99140537 1.00024849 0.99999006 1.00011927 -0.79992050 5.99188175 11.92510892  5.00999675
13  5 5.95265174 1.00555547 0.99977901 1.00266308 -0.79822855 5.96321530 12.64535172  5.00992788
14  5 5.79899204 1.07127614 0.99733865 1.03364650 -0.77818078 5.92834387 12.76839136  5.00962194
15  5 5.31200004 1.61684464 0.98473954 1.26181253 -0.65671896 6.20039978 11.80194733  5.00849275
 0  6 3.99996948 5.00000001 0.96800000 2.20000000 -0.40000000 6.66661581  5.33329264  6.00032552
 1  6 5.31275165 1.61684031 0.98473961 1.26181088 -0.65671970 6.20127173  4.19850602  6.00049713
 2  6 5.79974365 1.07127181 0.99733880 1.03364449 -0.77818205 5.92910456  3.23176868  6.00056322
 3  6 5.95340335 1.00555113 0.99977918 1.00266100 -0.79822992 5.96396002  3.35469319  6.00058113
 4  6 5.99215698 1.00024416 0.99999024 1.00011719 -0.79992188 5.99262511  4.07490050  6.00058516
 5  6 5.99918735 1.00000436 0.99999983 1.00000210 -0.79999860 5.99919573  5.01000993  6.00058586
 6  6 5.99993896 1.00000003 1.00000000 1.00000001 -0.79999999 5.99993902  6.00058593  6.00058593
 7  6 5.99996936 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996939  7.00000458  6.00058593
 8  6 5.99996948 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996951  8.00000000  6.00058593
 9  6 5.99996936 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996939  8.99999542  6.00058593
10  6 5.99993896 1.00000003 1.00000000 1.00000001 -0.79999999 5.99993902  9.99941407  6.00058593
11  6 5.99918735 1.00000436 0.99999983 1.00000210 -0.79999860 5.99919573 10.98999007  6.00058586
12  6 5.99215698 1.00024416 0.99999024 1.00011719 -0.79992188 5.99262511 11.92509950  6.00058516
13  6 5.95340335 1.00555113 0.99977918 1.00266100 -0.79822992 5.96396002 12.64530681  6.00058113
14  6 5.79974365 1.07127181 0.99733880 1.03364449 -0.77818205 5.92910456 12.76823132  6.00056322
15  6 5.31275165 1.61684031 0.98473961 1.26181088 -0.65671970 6.20127173 11.80149398  6.00049713
 0  7 3.99999988 5.00000000 0.96800000 2.20000000 -0.40000000 6.66666647  5.33333317  7.00000254
 1  7 5.31278205 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130720  4.19852432  7.00000388
 2  7 5.79977405 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913561  3.23177514  7.00000440
 3  7 5.95343375 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399044  3.35469500  7.00000454
 4  7 5.99218738 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265548  4.07490088  7.00000457
 5  7 5.99921775 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922610  5.01000998  7.00000458
 6  7 5.99996936 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996939  6.00058593  7.00000458
 7  7 5.99999976 1.00000000 1.00000000 1.00000000 -0.80000000 5.99999976  7.00000458  7.00000458
 8  7 5.99999988 1.00000000 1.00000000 1.00000000 -0.80000000 5.99999988  8.00000000  7.00000458
 9  7 5.99999976 1.00000000 1.00000000 1.00000000 -0.80000000 5.99999976  8.99999542  7.00000458
10  7 5.99996936 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996939  9.99941407  7.00000458
11  7 5.99921775 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922610 10.98999002  7.00000458
12  7 5.99218738 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265548 11.92509912  7.00000457
13  7 5.95343375 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399044 12.64530500  7.00000454
14  7 5.79977405 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913561 12.76822486  7.00000440
15  7 5.31278205 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130720 11.80147568  7.00000388
 0  8 4.00000000 5.00000000 0.96800000 2.20000000 -0.40000000 6.66666667  5.33333333  8.00000000
 1  8 5.31278217 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130734  4.19852439  8.00000000
 2  8 5.79977417 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913573  3.23177516  8.00000000
 3  8 5.95343387 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399056  3.35469500  8.00000000
 4  8 5.99218750 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265560  4.07490088  8.00000000
 5  8 5.99921787 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922622  5.01000998  8.00000000
 6  8 5.99996948 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996951  6.00058593  8.00000000
 7  8 5.99999988 1.00000000 1.00000000 1.00000000 -0.80000000 5.99999988  7.00000458  8.00000000
 8  8 6.00000000 1.00000000 1.00000000 1.00000000 -0.80000000 6.00000000  8.00000000  8.00000000
 9  8 5.99999988 1.00000000 1.00000000 1.00000000 -0.80000000 5.99999988  8.99999542  8.00000000
10  8 5.99996948 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996951  9.99941407  8.00000000
11  8 5.99921787 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922622 10.98999002  8.00000000
12  8 5.99218750 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265560 11.92509912  8.00000000
13  8 5.95343387 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399056 12.64530500  8.00000000
14  8 5.79977417 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913573 12.76822484  8.00000000
15  8 5.31278217 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130734 11.80147561  8.00000000
 0  9 3.99999988 5.00000000 0.96800000 2.20000000 -0.40000000 6.66666647  5.33333317  8.99999746
 1  9 5.31278205 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130720  4.19852432  8.99999612
 2  9 5.79977405 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913561  3.23177514  8.99999560
 3  9 5.95343375 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399044  3.35469500  8.99999546
 4  9 5.99218738 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265548  4.07490088  8.99999543
 5  9 5.99921775 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922610  5.01000998  8.99999542
 6  9 5.99996936 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996939  6.00058593  8.99999542
 7  9 5.99999976 1.00000000 1.00000000 1.00000000 -0.80000000 5.99999976  7.00000458  8.99999542
 8  9 5.99999988 1.00000000 1.00000000 1.00000000 -0.80000000 5.99999988  8.00000000  8.99999542
 9  9 5.99999976 1.00000000 1.00000000 1.00000000 -0.80000000 5.99999976  8.99999542  8.99999542
10  9 5.99996936 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996939  9.99941407  8.99999542
11  9 5.99921775 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922610 10.98999002  8.99999542
12  9 5.99218738 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265548 11.92509912  8.99999543
13  9 5.95343375 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399044 12.64530500  8.99999546
14  9 5.79977405 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913561 12.76822486  8.99999560
15  9 5.31278205 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130720 11.80147568  8.99999612
 0 10 3.99996948 5.00000001 0.96800000 2.20000000 -0.40000000 6.66661581  5.33329264  9.99967448
 1 10 5.31275165 1.61684031 0.98473961 1.26181088 -0.65671970 6.20127173  4.19850602  9.99950287
 2 10 5.79974365 1.07127181 0.99733880 1.03364449 -0.77818205 5.92910456  3.23176868  9.99943678
 3 10 5.95340335 1.00555113 0.99977918 1.00266100 -0.79822992 5.96396002  3.35469319  9.99941887
 4 10 5.99215698 1.00024416 0.99999024 1.00011719 -0.79992188 5.99262511  4.07490050  9.99941484
 5 10 5.99918735 1.00000436 0.99999983 1.00000210 -0.79999860 5.99919573  5.01000993  9.99941414
 6 10 5.99993896 1.00000003 1.00000000 1.00000001 -0.79999999 5.99993902  6.00058593  9.99941407
 7 10 5.99996936 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996939  7.00000458  9.99941407
 8 10 5.99996948 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996951  8.00000000  9.99941407
 9 10 5.99996936 1.00000001 1.00000000 1.00000001 -0.80000000 5.99996939  8.99999542  9.99941407
10 10 5.99993896 1.00000003 1.00000000 1.00000001 -0.79999999 5.99993902  9.99941407  9.99941407
11 10 5.99918735 1.00000436 0.99999983 1.00000210 -0.79999860 5.99919573 10.98999007  9.99941414
12 10 5.99215698 1.00024416 0.99999024 1.00011719 -0.79992188 5.99262511 11.92509950  9.99941484
13 10 5.95340335 1.00555113 0.99977918 1.00266100 -0.79822992 5.96396002 12.64530681  9.99941887
14 10 5.79974365 1.07127181 0.99733880 1.03364449 -0.77818205 5.92910456 12.76823132  9.99943678
15 10 5.31275165 1.61684031 0.98473961 1.26181088 -0.65671970 6.20127173 11.80149398  9.99950287
 0 11 3.99921787 5.00000435 0.96799999 2.20000095 -0.39999984 6.66536487  5.33228979 10.99443926
 1 11 5.31200004 1.61684464 0.98473954 1.26181253 -0.65671896 6.20039978  4.19805267 10.99150725
 2 11 5.79899204 1.07127614 0.99733865 1.03364650 -0.77818078 5.92834387  3.23160864 10.99037806
 3 11 5.95265174 1.00555547 0.99977901 1.00266308 -0.79822855 5.96321530  3.35464828 10.99007212
 4 11 5.99140537 1.00024849 0.99999006 1.00011927 -0.79992050 5.99188175  4.07489108 10.99000325
 5 11 5.99843574 1.00000870 0.99999965 1.00000418 -0.79999722 5.99845244  5.01000867 10.98999133
 6 11 5.99918735 1.00000436 0.99999983 1.00000210 -0.79999860 5.99919573  6.00058586 10.98999007
 7 11 5.99921775 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922610  7.00000458 10.98999002
 8 11 5.99921787 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922622  8.00000000 10.98999002
 9 11 5.99921775 1.00000435 0.99999983 1.00000209 -0.79999861 5.99922610  8.99999542 10.98999002
10 11 5.99918735 1.00000436 0.99999983 1.00000210 -0.79999860 5.99919573  9.99941414 10.98999007
11 11 5.99843574 1.00000870 0.99999965 1.00000418 -0.79999722 5.99845244 10.98999133 10.98999133
12 11 5.99140537 1.00024849 0.99999006 1.00011927 -0.79992050 5.99188175 11.92510892 10.99000325
13 11 5.95265174 1.00555547 0.99977901 1.00266308 -0.79822855 5.96321530 12.64535172 10.99007212
14 11 5.79899204 1.07127614 0.99733865 1.03364650 -0.77818078 5.92834387 12.76839136 10.99037806
15 11 5.31200004 1.61684464 0.98473954 1.26181253 -0.65671896 6.20039978 11.80194733 10.99150725
 0 12 3.99218750 5.00024414 0.96799961 2.20005327 -0.39999112 6.65374428  5.32287729 11.95841502
 1 12 5.30496967 1.61708443 0.98473588 1.26190374 -0.65667798 6.19248980  4.19377357 11.93646138
 2 12 5.79196167 1.07151593 0.99733029 1.03375785 -0.77811055 5.92158184  3.23009281 11.92800554
 3 12 5.94562137 1.00579526 0.99976953 1.00277786 -0.79815237 5.95662703  3.35422265 11.92571413
 4 12 5.98437500 1.00048828 0.99998048 1.00023435 -0.79984380 5.98530991  4.07480177 11.92519823
 5 12 5.99140537 1.00024849 0.99999006 1.00011927 -0.79992050 5.99188175  5.00999675 11.92510892
 6 12 5.99215698 1.00024416 0.99999024 1.00011719 -0.79992188 5.99262511  6.00058516 11.92509950
 7 12 5.99218738 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265548  7.00000457 11.92509912
 8 12 5.99218750 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265560  8.00000000 11.92509912
 9 12 5.99218738 1.00024414 0.99999024 1.00011718 -0.79992189 5.99265548  8.99999543 11.92509912
10 12 5.99215698 1.00024416 0.99999024 1.00011719 -0.79992188 5.99262511  9.99941484 11.92509950
11 12 5.99140537 1.00024849 0.99999006 1.00011927 -0.79992050 5.99188175 10.99000325 11.92510892
12 12 5.98437500 1.00048828 0.99998048 1.00023435 -0.79984380 5.98530991 11.92519823 11.92519823
13 12 5.94562137 1.00579526 0.99976953 1.00277786 -0.79815237 5.95662703 12.64577735 11.92571413
14 12 5.79196167 1.07151593 0.99733029 1.03375785 -0.77811055 5.92158184 12.76990719 11.92800554
15 12 5.30496967 1.61708443 0.98473588 1.26190374 -0.65667798 6.19248980 11.80622643 11.93646138
 0 13 3.95343387 5.00555112 0.96799113 2.20121082 -0.39979830 6.59127223  5.27035885 12.80366383
 1 13 5.26621604 1.62239141 0.98465496 1.26392078 -0.65577319 6.15375208  4.16942164 12.69933438
 2 13 5.75320804 1.07682291 0.99714631 1.03621908 -0.77656138 5.89129178  3.22136413 12.65913969
 3 13 5.90686774 1.01110223 0.99956079 1.00531495 -0.79647233 5.92777901  3.35176515 12.64823485
 4 13 5.94562137 1.00579526 0.99976953 1.00277786 -0.79815237 5.95662703  4.07428587 12.64577735
 5 13 5.95265174 1.00555547 0.99977901 1.00266308 -0.79822855 5.96321530  5.00992788 12.64535172
 6 13 5.95340335 1.00555113 0.99977918 1.00266100 -0.79822992 5.96396002  6.00058113 12.64530681
 7 13 5.95343375 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399044  7.00000454 12.64530500
 8 13 5.95343387 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399056  8.00000000 12.64530500
 9 13 5.95343375 1.00555112 0.99977918 1.00266099 -0.79822993 5.96399044  8.99999546 12.64530500
10 13 5.95340335 1.00555113 0.99977918 1.00266100 -0.79822992 5.96396002  9.99941887 12.64530681
11 13 5.95265174 1.00555547 0.99977901 1.00266308 -0.79822855 5.96321530 10.99007212 12.64535172
12 13 5.94562137 1.00579526 0.99976953 1.00277786 -0.79815237 5.95662703 11.92571413 12.64577735
13 13 5.90686774 1.01110223 0.99956079 1.00531495 -0.79647233 5.92777901 12.64823485 12.64823485
14 13 5.75320804 1.07682291 0.99714631 1.03621908 -0.77656138 5.89129178 12.77863587 12.65913969
15 13 5.26621604 1.62239141 0.98465496 1.26392078 -0.65577319 6.15375208 11.83057836 12.69933438
 0 14 3.79977417 5.07127179 0.96788757 2.21549564 -0.39743396 6.36015763  5.05548529 13.32517417
 1 14 5.11255634 1.68811208 0.98369511 1.28863789 -0.64488484 6.05118723  4.06484929 12.95820661
 2 14 5.59954834 1.14254358 0.99500961 1.06622786 -0.75815738 5.84407993  3.18286275 12.81713725
 3 14 5.75320804 1.07682291 0.99714631 1.03621908 -0.77656138 5.89129178  3.34086031 12.77863587
 4 14 5.79196167 1.07151593 0.99733029 1.03375785 -0.77811055 5.92158184  4.07199446 12.76990719
 5 14 5.79899204 1.07127614 0.99733865 1.03364650 -0.77818078 5.92834387  5.00962194 12.76839136
 6 14 5.79974365 1.07127181 0.99733880 1.03364449 -0.77818205 5.92910456  6.00056322 12.76823132
 7 14 5.79977405 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913561  7.00000440 12.76822486
 8 14 5.79977417 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913573  8.00000000 12.76822484
 9 14 5.79977405 1.07127179 0.99733880 1.03364448 -0.77818205 5.92913561  8.99999560 12.76822486
10 14 5.79974365 1.07127181 0.99733880 1.03364449 -0.77818205 5.92910456  9.99943678 12.76823132
11 14 5.79899204 1.07127614 0.99733865 1.03364650 -0.77818078 5.92834387 10.99037806 12.76839136
12 14 5.79196167 1.07151593 0.99733029 1.03375785 -0.77811055 5.92158184 11.92800554 12.76990719
13 14 5.75320804 1.07682291 0.99714631 1.03621908 -0.77656138 5.89129178 12.65913969 12.77863587
14 14 5.59954834 1.14254358 0.99500961 1.06622786 -0.75815738 5.84407993 12.81713725 12.81713725
15 14 5.11255634 1.68811208 0.98369511 1.28863789 -0.64488484 6.05118723 11.93515071 12.95820661
 0 15 3.31278217 5.61684029 0.96712144 2.33070090 -0.37934155 5.71818502  4.33829033 13.29637116
 1 15 4.62556434 2.23368058 0.97790766 1.47794904 -0.57212703 5.99067790  3.69187447 12.30812553
 2 15 5.11255634 1.68811208 0.98369511 1.28863789 -0.64488484 6.05118723  3.04179339 11.93515071
 3 15 5.26621604 1.62239141 0.98465496 1.26392078 -0.65577319 6.15375208  3.30066562 11.83057836
 4 15 5.30496967 1.61708443 0.98473588 1.26190374 -0.65667798 6.19248980  4.06353862 11.80622643
 5 15 5.31200004 1.61684464 0.98473954 1.26181253 -0.65671896 6.20039978  5.00849275 11.80194733
 6 15 5.31275165 1.61684031 0.98473961 1.26181088 -0.65671970 6.20127173  6.00049713 11.80149398
 7 15 5.31278205 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130720  7.00000388 11.80147568
 8 15 5.31278217 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130734  8.00000000 11.80147561
 9 15 5.31278205 1.61684029 0.98473961 1.26181087 -0.65671970 6.20130720  8.99999612 11.80147568
10 15 5.31275165 1.61684031 0.98473961 1.26181088 -0.65671970 6.20127173  9.99950287 11.80149398
11 15 5.31200004 1.61684464 0.98473954 1.26181253 -0.65671896 6.20039978 10.99150725 11.80194733
12 15 5.30496967 1.61708443 0.98473588 1.26190374 -0.65667798 6.19248980 11.93646138 11.80622643
13 15 5.26621604 1.62239141 0.98465496 1.26392078 -0.65577319 6.15375208 12.69933438 11.83057836
14 15 5.11255634 1.68811208 0.98369511 1.28863789 -0.64488484 6.05118723 12.95820661 11.93515071
15 15 4.62556434 2.23368058 0.97790766 1.47794904 -0.57212703 5.99067790 12.30812553 12.30812553
