 X  Y Z          g^2        k          sqrt_kgg    coef       t           zx          zy
 6  2 5.79974365 1.07127181 0.99960633 1.03481886 -0.89416690 5.97240607  6.00065190  3.42569542
 7  2 5.79977405 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243734  7.00000509  3.42570290
 8  2 5.79977417 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243746  8.00000000  3.42570292
 9  2 5.79977405 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243734  8.99999491  3.42570290
10  2 5.79974365 1.07127181 0.99960633 1.03481886 -0.89416690 5.97240607  9.99934810  3.42569542
11  2 5.79899204 1.07127614 0.99960631 1.03482095 -0.89416522 5.97164238 10.98886320  3.42551045
12  2 5.79196167 1.07151593 0.99960507 1.03493611 -0.89407260 5.96497162 11.91667004  3.42377056
13  2 5.75320804 1.07682291 0.99957786 1.03748173 -0.89203029 5.93754895 12.60538197  3.41398774
14  2 5.59954834 1.14254358 0.99926178 1.06850369 -0.86787115 5.92673854 12.62681245  3.37318755
15  2 5.11255634 1.68811208 0.99758803 1.29770583 -0.72316451 6.38999581 11.37069016  3.23366294
 0  3 3.95343387 5.00555112 0.99526496 2.23200574 -0.43053854 7.79060671  6.70831286  3.24990413
 1  3 5.26621604 1.62239141 0.99773002 1.27228480 -0.73678998 6.47183429  4.74504865  3.35527219
 2  3 5.75320804 1.07682291 0.99957786 1.03748173 -0.89203029 5.93754895  3.41398774  3.39461803
 3  3 5.90686774 1.01110223 0.99993503 1.00550313 -0.91838394 5.93471928  3.40608278  3.40608278
 4  3 5.94562137 1.00579526 0.99996591 1.00287635 -0.92061805 5.96027693  4.08573654  3.40882368
 5  3 5.95265174 1.00555547 0.99996731 1.00275749 -0.92071939 5.96671846  5.01145808  3.40931056
 6  3 5.95340335 1.00555113 0.99996733 1.00275535 -0.92072123 5.96746089  6.00067070  3.40936231
 7  3 5.95343375 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749132  7.00000524  3.40936440
 8  3 5.95343387 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749144  8.00000000  3.40936441
 9  3 5.95343375 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749132  8.99999476  3.40936440
10  3 5.95340335 1.00555113 0.99996733 1.00275535 -0.92072123 5.96746089  9.99932930  3.40936231
11  3 5.95265174 1.00555547 0.99996731 1.00275749 -0.92071939 5.96671846 10.98854192  3.40931056
12  3 5.94562137 1.00579526 0.99996591 1.00287635 -0.92061805 5.96027693 11.91426346  3.40882368
13  3 5.90686774 1.01110223 0.99993503 1.00550313 -0.91838394 5.93471928 12.59391722  3.40608278
14  3 5.75320804 1.07682291 0.99957786 1.03748173 -0.89203029 5.93754895 12.58601226  3.39461803
15  3 5.26621604 1.62239141 0.99773002 1.27228480 -0.73678998 6.47183429 11.25495135  3.35527219
 0  4 3.99218750 5.00024414 0.99526621 2.23082363 -0.43075908 7.86355689  6.77459702  4.05292654
 1  4 5.30496967 1.61708443 0.99774199 1.27020984 -0.73792484 6.51038013  4.77315670  4.07506517
 2  4 5.79196167 1.07151593 0.99960507 1.03493611 -0.89407260 5.96497162  3.42377056  4.08332996
 3  4 5.94562137 1.00579526 0.99996591 1.00287635 -0.92061805 5.96027693  3.40882368  4.08573654
 4  4 5.98437500 1.00048828 0.99999711 1.00024267 -0.92286897 5.98561973  4.08631160  4.08631160
 5  4 5.99140537 1.00024849 0.99999853 1.00012350 -0.92297108 5.99203961  5.01153484  4.08641374
 6  4 5.99215698 1.00024416 0.99999856 1.00012135 -0.92297292 5.99278024  6.00067519  4.08642459
 7  4 5.99218738 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281060  7.00000527  4.08642503
 8  4 5.99218750 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281072  8.00000000  4.08642503
 9  4 5.99218738 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281060  8.99999473  4.08642503
10  4 5.99215698 1.00024416 0.99999856 1.00012135 -0.92297292 5.99278024  9.99932481  4.08642459
11  4 5.99140537 1.00024849 0.99999853 1.00012350 -0.92297108 5.99203961 10.98846516  4.08641374
12  4 5.98437500 1.00048828 0.99999711 1.00024267 -0.92286897 5.98561973 11.91368840  4.08631160
13  4 5.94562137 1.00579526 0.99996591 1.00287635 -0.92061805 5.96027693 12.59117632  4.08573654
14  4 5.79196167 1.07151593 0.99960507 1.03493611 -0.89407260 5.96497162 12.57622944  4.08332996
15  4 5.30496967 1.61708443 0.99774199 1.27020984 -0.73792484 6.51038013 11.22684330  4.07506517
 0  5 3.99921787 5.00000435 0.99526627 2.23077020 -0.43076905 7.87725012  6.78655110  5.00707731
 1  5 5.31200004 1.61684464 0.99774254 1.27011601 -0.73797624 6.51859674  4.77818189  5.01003334
 2  5 5.79899204 1.07127614 0.99960631 1.03482095 -0.89416522 5.97164238  3.42551045  5.01113680
 3  5 5.95265174 1.00555547 0.99996731 1.00275749 -0.92071939 5.96671846  3.40931056  5.01145808
 4  5 5.99140537 1.00024849 0.99999853 1.00012350 -0.92297108 5.99203961  4.08641374  5.01153484
 5  5 5.99843574 1.00000870 0.99999995 1.00000432 -0.92307322 5.99845797  5.01154848  5.01154848
 6  5 5.99918735 1.00000436 0.99999997 1.00000217 -0.92307506 5.99919851  6.00067599  5.01154992
 7  5 5.99921775 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922887  7.00000528  5.01154998
 8  5 5.99921787 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922899  8.00000000  5.01154998
 9  5 5.99921775 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922887  8.99999472  5.01154998
10  5 5.99918735 1.00000436 0.99999997 1.00000217 -0.92307506 5.99919851  9.99932401  5.01154992
11  5 5.99843574 1.00000870 0.99999995 1.00000432 -0.92307322 5.99845797 10.98845152  5.01154848
12  5 5.99140537 1.00024849 0.99999853 1.00012350 -0.92297108 5.99203961 11.91358626  5.01153484
13  5 5.95265174 1.00555547 0.99996731 1.00275749 -0.92071939 5.96671846 12.59068944  5.01145808
14  5 5.79899204 1.07127614 0.99960631 1.03482095 -0.89416522 5.97164238 12.57448955  5.01113680
15  5 5.31200004 1.61684464 0.99774254 1.27011601 -0.73797624 6.51859674 11.22181811  5.01003334
 0  6 3.99996948 5.00000001 0.99526627 2.23076923 -0.43076923 7.87872778  6.78782700  6.00041430
 1  6 5.31275165 1.61684031 0.99774255 1.27011431 -0.73797717 6.51951164  4.77871693  6.00058731
 2  6 5.79974365 1.07127181 0.99960633 1.03481886 -0.89416690 5.97240607  3.42569542  6.00065190
 3  6 5.95340335 1.00555113 0.99996733 1.00275535 -0.92072123 5.96746089  3.40936231  6.00067070
 4  6 5.99215698 1.00024416 0.99999856 1.00012135 -0.92297292 5.99278024  4.08642459  6.00067519
 5  6 5.99918735 1.00000436 0.99999997 1.00000217 -0.92307506 5.99919851  5.01154992  6.00067599
 6  6 5.99993896 1.00000003 1.00000000 1.00000001 -0.92307691 5.99993904  6.00067607  6.00067607
 7  6 5.99996936 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996940  7.00000528  6.00067608
 8  6 5.99996948 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996952  8.00000000  6.00067608
 9  6 5.99996936 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996940  8.99999472  6.00067608
10  6 5.99993896 1.00000003 1.00000000 1.00000001 -0.92307691 5.99993904  9.99932393  6.00067607
11  6 5.99918735 1.00000436 0.99999997 1.00000217 -0.92307506 5.99919851 10.98845008  6.00067599
12  6 5.99215698 1.00024416 0.99999856 1.00012135 -0.92297292 5.99278024 11.91357541  6.00067519
13  6 5.95340335 1.00555113 0.99996733 1.00275535 -0.92072123 5.96746089 12.59063769  6.00067070
14  6 5.79974365 1.07127181 0.99960633 1.03481886 -0.89416690 5.97240607 12.57430458  6.00065190
15  6 5.31275165 1.61684031 0.99774255 1.27011431 -0.73797717 6.51951164 11.22128307  6.00058731
 0  7 3.99999988 5.00000000 0.99526627 2.23076923 -0.43076923 7.87878764  6.78787859  7.00000324
 1  7 5.31278205 1.61684029 0.99774255 1.27011431 -0.73797717 6.51954892  4.77873855  7.00000459
 2  7 5.79977405 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243734  3.42570290  7.00000509
 3  7 5.95343375 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749132  3.40936440  7.00000524
 4  7 5.99218738 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281060  4.08642503  7.00000527
 5  7 5.99921775 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922887  5.01154998  7.00000528
 6  7 5.99996936 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996940  6.00067608  7.00000528
 7  7 5.99999976 1.00000000 1.00000000 1.00000000 -0.92307692 5.99999976  7.00000528  7.00000528
 8  7 5.99999988 1.00000000 1.00000000 1.00000000 -0.92307692 5.99999988  8.00000000  7.00000528
 9  7 5.99999976 1.00000000 1.00000000 1.00000000 -0.92307692 5.99999976  8.99999472  7.00000528
10  7 5.99996936 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996940  9.99932392  7.00000528
11  7 5.99921775 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922887 10.98845002  7.00000528
12  7 5.99218738 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281060 11.91357497  7.00000527
13  7 5.95343375 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749132 12.59063560  7.00000524
14  7 5.79977405 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243734 12.57429710  7.00000509
15  7 5.31278205 1.61684029 0.99774255 1.27011431 -0.73797717 6.51954892 11.22126145  7.00000459
 0  8 4.00000000 5.00000000 0.99526627 2.23076923 -0.43076923 7.87878788  6.78787879  8.00000000
 1  8 5.31278217 1.61684029 0.99774255 1.27011431 -0.73797717 6.51954907  4.77873863  8.00000000
 2  8 5.79977417 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243746  3.42570292  8.00000000
 3  8 5.95343387 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749144  3.40936441  8.00000000
 4  8 5.99218750 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281072  4.08642503  8.00000000
 5  8 5.99921787 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922899  5.01154998  8.00000000
 6  8 5.99996948 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996952  6.00067608  8.00000000
 7  8 5.99999988 1.00000000 1.00000000 1.00000000 -0.92307692 5.99999988  7.00000528  8.00000000
 8  8 6.00000000 1.00000000 1.00000000 1.00000000 -0.92307692 6.00000000  8.00000000  8.00000000
 9  8 5.99999988 1.00000000 1.00000000 1.00000000 -0.92307692 5.99999988  8.99999472  8.00000000
10  8 5.99996948 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996952  9.99932392  8.00000000
11  8 5.99921787 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922899 10.98845002  8.00000000
12  8 5.99218750 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281072 11.91357497  8.00000000
13  8 5.95343387 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749144 12.59063559  8.00000000
14  8 5.79977417 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243746 12.57429708  8.00000000
15  8 5.31278217 1.61684029 0.99774255 1.27011431 -0.73797717 6.51954907 11.22126137  8.00000000
 0  9 3.99999988 5.00000000 0.99526627 2.23076923 -0.43076923 7.87878764  6.78787859  8.99999676
 1  9 5.31278205 1.61684029 0.99774255 1.27011431 -0.73797717 6.51954892  4.77873855  8.99999541
 2  9 5.79977405 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243734  3.42570290  8.99999491
 3  9 5.95343375 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749132  3.40936440  8.99999476
 4  9 5.99218738 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281060  4.08642503  8.99999473
 5  9 5.99921775 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922887  5.01154998  8.99999472
 6  9 5.99996936 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996940  6.00067608  8.99999472
 7  9 5.99999976 1.00000000 1.00000000 1.00000000 -0.92307692 5.99999976  7.00000528  8.99999472
 8  9 5.99999988 1.00000000 1.00000000 1.00000000 -0.92307692 5.99999988  8.00000000  8.99999472
 9  9 5.99999976 1.00000000 1.00000000 1.00000000 -0.92307692 5.99999976  8.99999472  8.99999472
10  9 5.99996936 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996940  9.99932392  8.99999472
11  9 5.99921775 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922887 10.98845002  8.99999472
12  9 5.99218738 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281060 11.91357497  8.99999473
13  9 5.95343375 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749132 12.59063560  8.99999476
14  9 5.79977405 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243734 12.57429710  8.99999491
15  9 5.31278205 1.61684029 0.99774255 1.27011431 -0.73797717 6.51954892 11.22126145  8.99999541
 0 10 3.99996948 5.00000001 0.99526627 2.23076923 -0.43076923 7.87872778  6.78782700  9.99958570
 1 10 5.31275165 1.61684031 0.99774255 1.27011431 -0.73797717 6.51951164  4.77871693  9.99941269
 2 10 5.79974365 1.07127181 0.99960633 1.03481886 -0.89416690 5.97240607  3.42569542  9.99934810
 3 10 5.95340335 1.00555113 0.99996733 1.00275535 -0.92072123 5.96746089  3.40936231  9.99932930
 4 10 5.99215698 1.00024416 0.99999856 1.00012135 -0.92297292 5.99278024  4.08642459  9.99932481
 5 10 5.99918735 1.00000436 0.99999997 1.00000217 -0.92307506 5.99919851  5.01154992  9.99932401
 6 10 5.99993896 1.00000003 1.00000000 1.00000001 -0.92307691 5.99993904  6.00067607  9.99932393
 7 10 5.99996936 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996940  7.00000528  9.99932392
 8 10 5.99996948 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996952  8.00000000  9.99932392
 9 10 5.99996936 1.00000001 1.00000000 1.00000001 -0.92307692 5.99996940  8.99999472  9.99932392
10 10 5.99993896 1.00000003 1.00000000 1.00000001 -0.92307691 5.99993904  9.99932393  9.99932393
11 10 5.99918735 1.00000436 0.99999997 1.00000217 -0.92307506 5.99919851 10.98845008  9.99932401
12 10 5.99215698 1.00024416 0.99999856 1.00012135 -0.92297292 5.99278024 11.91357541  9.99932481
13 10 5.95340335 1.00555113 0.99996733 1.00275535 -0.92072123 5.96746089 12.59063769  9.99932930
14 10 5.79974365 1.07127181 0.99960633 1.03481886 -0.89416690 5.97240607 12.57430458  9.99934810
15 10 5.31275165 1.61684031 0.99774255 1.27011431 -0.73797717 6.51951164 11.22128307  9.99941269
 0 11 3.99921787 5.00000435 0.99526627 2.23077020 -0.43076905 7.87725012  6.78655110 10.99292269
 1 11 5.31200004 1.61684464 0.99774254 1.27011601 -0.73797624 6.51859674  4.77818189 10.98996666
 2 11 5.79899204 1.07127614 0.99960631 1.03482095 -0.89416522 5.97164238  3.42551045 10.98886320
 3 11 5.95265174 1.00555547 0.99996731 1.00275749 -0.92071939 5.96671846  3.40931056 10.98854192
 4 11 5.99140537 1.00024849 0.99999853 1.00012350 -0.92297108 5.99203961  4.08641374 10.98846516
 5 11 5.99843574 1.00000870 0.99999995 1.00000432 -0.92307322 5.99845797  5.01154848 10.98845152
 6 11 5.99918735 1.00000436 0.99999997 1.00000217 -0.92307506 5.99919851  6.00067599 10.98845008
 7 11 5.99921775 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922887  7.00000528 10.98845002
 8 11 5.99921787 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922899  8.00000000 10.98845002
 9 11 5.99921775 1.00000435 0.99999997 1.00000216 -0.92307507 5.99922887  8.99999472 10.98845002
10 11 5.99918735 1.00000436 0.99999997 1.00000217 -0.92307506 5.99919851  9.99932401 10.98845008
11 11 5.99843574 1.00000870 0.99999995 1.00000432 -0.92307322 5.99845797 10.98845152 10.98845152
12 11 5.99140537 1.00024849 0.99999853 1.00012350 -0.92297108 5.99203961 11.91358626 10.98846516
13 11 5.95265174 1.00555547 0.99996731 1.00275749 -0.92071939 5.96671846 12.59068944 10.98854192
14 11 5.79899204 1.07127614 0.99960631 1.03482095 -0.89416522 5.97164238 12.57448955 10.98886320
15 11 5.31200004 1.61684464 0.99774254 1.27011601 -0.73797624 6.51859674 11.22181811 10.98996666
 0 12 3.99218750 5.00024414 0.99526621 2.23082363 -0.43075908 7.86355689  6.77459702 11.94707346
 1 12 5.30496967 1.61708443 0.99774199 1.27020984 -0.73792484 6.51038013  4.77315670 11.92493483
 2 12 5.79196167 1.07151593 0.99960507 1.03493611 -0.89407260 5.96497162  3.42377056 11.91667004
 3 12 5.94562137 1.00579526 0.99996591 1.00287635 -0.92061805 5.96027693  3.40882368 11.91426346
 4 12 5.98437500 1.00048828 0.99999711 1.00024267 -0.92286897 5.98561973  4.08631160 11.91368840
 5 12 5.99140537 1.00024849 0.99999853 1.00012350 -0.92297108 5.99203961  5.01153484 11.91358626
 6 12 5.99215698 1.00024416 0.99999856 1.00012135 -0.92297292 5.99278024  6.00067519 11.91357541
 7 12 5.99218738 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281060  7.00000527 11.91357497
 8 12 5.99218750 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281072  8.00000000 11.91357497
 9 12 5.99218738 1.00024414 0.99999856 1.00012134 -0.92297293 5.99281060  8.99999473 11.91357497
10 12 5.99215698 1.00024416 0.99999856 1.00012135 -0.92297292 5.99278024  9.99932481 11.91357541
11 12 5.99140537 1.00024849 0.99999853 1.00012350 -0.92297108 5.99203961 10.98846516 11.91358626
12 12 5.98437500 1.00048828 0.99999711 1.00024267 -0.92286897 5.98561973 11.91368840 11.91368840
13 12 5.94562137 1.00579526 0.99996591 1.00287635 -0.92061805 5.96027693 12.59117632 11.91426346
14 12 5.79196167 1.07151593 0.99960507 1.03493611 -0.89407260 5.96497162 12.57622944 11.91667004
15 12 5.30496967 1.61708443 0.99774199 1.27020984 -0.73792484 6.51038013 11.22684330 11.92493483
 0 13 3.95343387 5.00555112 0.99526496 2.23200574 -0.43053854 7.79060671  6.70831286 12.75009587
 1 13 5.26621604 1.62239141 0.99773002 1.27228480 -0.73678998 6.47183429  4.74504865 12.64472781
 2 13 5.75320804 1.07682291 0.99957786 1.03748173 -0.89203029 5.93754895  3.41398774 12.60538197
 3 13 5.90686774 1.01110223 0.99993503 1.00550313 -0.91838394 5.93471928  3.40608278 12.59391722
 4 13 5.94562137 1.00579526 0.99996591 1.00287635 -0.92061805 5.96027693  4.08573654 12.59117632
 5 13 5.95265174 1.00555547 0.99996731 1.00275749 -0.92071939 5.96671846  5.01145808 12.59068944
 6 13 5.95340335 1.00555113 0.99996733 1.00275535 -0.92072123 5.96746089  6.00067070 12.59063769
 7 13 5.95343375 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749132  7.00000524 12.59063560
 8 13 5.95343387 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749144  8.00000000 12.59063559
 9 13 5.95343375 1.00555112 0.99996733 1.00275534 -0.92072123 5.96749132  8.99999476 12.59063560
10 13 5.95340335 1.00555113 0.99996733 1.00275535 -0.92072123 5.96746089  9.99932930 12.59063769
11 13 5.95265174 1.00555547 0.99996731 1.00275749 -0.92071939 5.96671846 10.98854192 12.59068944
12 13 5.94562137 1.00579526 0.99996591 1.00287635 -0.92061805 5.96027693 11.91426346 12.59117632
13 13 5.90686774 1.01110223 0.99993503 1.00550313 -0.91838394 5.93471928 12.59391722 12.59391722
14 13 5.75320804 1.07682291 0.99957786 1.03748173 -0.89203029 5.93754895 12.58601226 12.60538197
15 13 5.26621604 1.62239141 0.99773002 1.27228480 -0.73678998 6.47183429 11.25495135 12.64472781
 0 14 3.79977417 5.07127179 0.99524964 2.24659329 -0.42783552 7.52790378  6.44140930 13.14017565
 1 14 5.11255634 1.68811208 0.99758803 1.29770583 -0.72316451 6.38999581  4.62930984 12.76633706
 2 14 5.59954834 1.14254358 0.99926178 1.06850369 -0.86787115 5.92673854  3.37318755 12.62681245
 3 14 5.75320804 1.07682291 0.99957786 1.03748173 -0.89203029 5.93754895  3.39461803 12.58601226
 4 14 5.79196167 1.07151593 0.99960507 1.03493611 -0.89407260 5.96497162  4.08332996 12.57622944
 5 14 5.79899204 1.07127614 0.99960631 1.03482095 -0.89416522 5.97164238  5.01113680 12.57448955
 6 14 5.79974365 1.07127181 0.99960633 1.03481886 -0.89416690 5.97240607  6.00065190 12.57430458
 7 14 5.79977405 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243734  7.00000509 12.57429710
 8 14 5.79977417 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243746  8.00000000 12.57429708
 9 14 5.79977405 1.07127179 0.99960633 1.03481886 -0.89416690 5.97243734  8.99999491 12.57429710
10 14 5.79974365 1.07127181 0.99960633 1.03481886 -0.89416690 5.97240607  9.99934810 12.57430458
11 14 5.79899204 1.07127614 0.99960631 1.03482095 -0.89416522 5.97164238 10.98886320 12.57448955
12 14 5.79196167 1.07151593 0.99960507 1.03493611 -0.89407260 5.96497162 11.91667004 12.57622944
13 14 5.75320804 1.07682291 0.99957786 1.03748173 -0.89203029 5.93754895 12.60538197 12.58601226
14 14 5.59954834 1.14254358 0.99926178 1.06850369 -0.86787115 5.92673854 12.62681245 12.62681245
15 14 5.11255634 1.68811208 0.99758803 1.29770583 -0.72316451 6.38999581 11.37069016 12.76633706
 0 15 3.31278217 5.61684029 0.99513631 2.36421693 -0.40722074 6.84255805  5.57286310 12.81155949
 1 15 4.62556434 2.23368058 0.99673190 1.49210613 -0.63356554 6.51039891  4.23955618 11.76044382
 2 15 5.11255634 1.68811208 0.99758803 1.29770583 -0.72316451 6.38999581  3.23366294 11.37069016
 3 15 5.26621604 1.62239141 0.99773002 1.27228480 -0.73678998 6.47183429  3.35527219 11.25495135
 4 15 5.30496967 1.61708443 0.99774199 1.27020984 -0.73792484 6.51038013  4.07506517 11.22684330
 5 15 5.31200004 1.61684464 0.99774254 1.27011601 -0.73797624 6.51859674  5.01003334 11.22181811
 6 15 5.31275165 1.61684031 0.99774255 1.27011431 -0.73797717 6.51951164  6.00058731 11.22128307
 7 15 5.31278205 1.61684029 0.99774255 1.27011431 -0.73797717 6.51954892  7.00000459 11.22126145
 8 15 5.31278217 1.61684029 0.99774255 1.27011431 -0.73797717 6.51954907  8.00000000 11.22126137
 9 15 5.31278205 1.61684029 0.99774255 1.27011431 -0.73797717 6.51954892  8.99999541 11.22126145
10 15 5.31275165 1.61684031 0.99774255 1.27011431 -0.73797717 6.51951164  9.99941269 11.22128307
11 15 5.31200004 1.61684464 0.99774254 1.27011601 -0.73797624 6.51859674 10.98996666 11.22181811
12 15 5.30496967 1.61708443 0.99774199 1.27020984 -0.73792484 6.51038013 11.92493483 11.22684330
13 15 5.26621604 1.62239141 0.99773002 1.27228480 -0.73678998 6.47183429 12.64472781 11.25495135
14 15 5.11255634 1.68811208 0.99758803 1.29770583 -0.72316451 6.38999581 12.76633706 11.37069016
15 15 4.62556434 2.23368058 0.99673190 1.49210613 -0.63356554 6.51039891 11.76044382 11.76044382
