 X  Y Z          g^2        k          sqrt_kgg    coef       t           zx          zy
 6  3 5.95340335 1.00555113 0.99994480 1.00274404 -0.89776046 5.96676617  6.00065390  3.39910724
 7  3 5.95343375 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679660  7.00000511  3.39910928
 8  3 5.95343387 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679672  8.00000000  3.39910929
 9  3 5.95343375 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679660  8.99999489  3.39910928
10  3 5.95340335 1.00555113 0.99994480 1.00274404 -0.89776046 5.96676617  9.99934610  3.39910724
11  3 5.95265174 1.00555547 0.99994475 1.00274618 -0.89775872 5.96602328 10.98882896  3.39905678
12  3 5.94562137 1.00579526 0.99994238 1.00286455 -0.89766237 5.95955263 11.91641147  3.39858119
13  3 5.90686774 1.01110223 0.99989020 1.00548059 -0.89553812 5.93334163 12.60411090  3.39588910
14  3 5.75320804 1.07682291 0.99928658 1.03733055 -0.87045934 5.92833499 12.62234630  3.38447786
15  3 5.26621604 1.62239141 0.99616374 1.27128576 -0.72195018 6.40697719 11.36715581  3.34462797
 0  4 3.99218750 5.00024414 0.99199990 2.22716001 -0.42541123 7.59821503  6.46473199  4.05050572
 1  4 5.30496967 1.61708443 0.99618397 1.26921771 -0.72304061 6.44557466  4.66024956  4.07281894
 2  4 5.79196167 1.07151593 0.99933257 1.03479504 -0.87240424 5.95633118  3.38725226  4.08119263
 3  4 5.94562137 1.00579526 0.99994238 1.00286455 -0.89766237 5.95955263  3.39858119  4.08358853
 4  4 5.98437500 1.00048828 0.99999512 1.00024167 -0.89980231 5.98555826  4.08415342  4.08415342
 5  4 5.99140537 1.00024849 0.99999752 1.00012300 -0.89989938 5.99200829  5.01124644  4.08425320
 6  4 5.99215698 1.00024416 0.99999756 1.00012085 -0.89990113 5.99274946  6.00065831  4.08426378
 7  4 5.99218738 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277983  7.00000514  4.08426421
 8  4 5.99218750 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277995  8.00000000  4.08426421
 9  4 5.99218738 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277983  8.99999486  4.08426421
10  4 5.99215698 1.00024416 0.99999756 1.00012085 -0.89990113 5.99274946  9.99934169  4.08426378
11  4 5.99140537 1.00024849 0.99999752 1.00012300 -0.89989938 5.99200829 10.98875356  4.08425320
12  4 5.98437500 1.00048828 0.99999512 1.00024167 -0.89980231 5.98555826 11.91584658  4.08415342
13  4 5.94562137 1.00579526 0.99994238 1.00286455 -0.89766237 5.95955263 12.60141881  4.08358853
14  4 5.79196167 1.07151593 0.99933257 1.03479504 -0.87240424 5.95633118 12.61274774  4.08119263
15  4 5.30496967 1.61708443 0.99618397 1.26921771 -0.72304061 6.44557466 11.33975044  4.07281894
 0  5 3.99921787 5.00000435 0.99200000 2.22710671 -0.42542097 7.61145458  6.47614482  5.00675360
 1  5 5.31200004 1.61684464 0.99618489 1.26912418 -0.72309000 6.45372932  4.66513070  5.00973312
 2  5 5.79899204 1.07127614 0.99933466 1.03468033 -0.87249243 5.96302022  3.38895057  5.01085118
 3  5 5.95265174 1.00555547 0.99994475 1.00274618 -0.89775872 5.96602328  3.39905678  5.01117104
 4  5 5.99140537 1.00024849 0.99999752 1.00012300 -0.89989938 5.99200829  4.08425320  5.01124644
 5  5 5.99843574 1.00000870 0.99999991 1.00000431 -0.89999648 5.99845687  5.01125976  5.01125976
 6  5 5.99918735 1.00000436 0.99999996 1.00000216 -0.89999823 5.99919796  6.00065909  5.01126118
 7  5 5.99921775 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922832  7.00000515  5.01126123
 8  5 5.99921787 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922844  8.00000000  5.01126123
 9  5 5.99921775 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922832  8.99999485  5.01126123
10  5 5.99918735 1.00000436 0.99999996 1.00000216 -0.89999823 5.99919796  9.99934091  5.01126118
11  5 5.99843574 1.00000870 0.99999991 1.00000431 -0.89999648 5.99845687 10.98874024  5.01125976
12  5 5.99140537 1.00024849 0.99999752 1.00012300 -0.89989938 5.99200829 11.91574680  5.01124644
13  5 5.95265174 1.00555547 0.99994475 1.00274618 -0.89775872 5.96602328 12.60094322  5.01117104
14  5 5.79899204 1.07127614 0.99933466 1.03468033 -0.87249243 5.96302022 12.61104943  5.01085118
15  5 5.31200004 1.61684464 0.99618489 1.26912418 -0.72309000 6.45372932 11.33486930  5.00973312
 0  6 3.99996948 5.00000001 0.99200000 2.22710575 -0.42542115 7.61288253  6.47736246  6.00039535
 1  6 5.31275165 1.61684031 0.99618490 1.26912249 -0.72309089 6.45463548  4.66564984  6.00056974
 2  6 5.79974365 1.07127181 0.99933470 1.03467825 -0.87249403 5.96378331  3.38913085  6.00063518
 3  6 5.95340335 1.00555113 0.99994480 1.00274404 -0.89776046 5.96676617  3.39910724  6.00065390
 4  6 5.99215698 1.00024416 0.99999756 1.00012085 -0.89990113 5.99274946  4.08426378  6.00065831
 5  6 5.99918735 1.00000436 0.99999996 1.00000216 -0.89999823 5.99919796  5.01126118  6.00065909
 6  6 5.99993896 1.00000003 1.00000000 1.00000001 -0.89999999 5.99993904  6.00065917  6.00065917
 7  6 5.99996936 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996940  7.00000515  6.00065918
 8  6 5.99996948 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996952  8.00000000  6.00065918
 9  6 5.99996936 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996940  8.99999485  6.00065918
10  6 5.99993896 1.00000003 1.00000000 1.00000001 -0.89999999 5.99993904  9.99934083  6.00065917
11  6 5.99918735 1.00000436 0.99999996 1.00000216 -0.89999823 5.99919796 10.98873882  6.00065909
12  6 5.99215698 1.00024416 0.99999756 1.00012085 -0.89990113 5.99274946 11.91573622  6.00065831
13  6 5.95340335 1.00555113 0.99994480 1.00274404 -0.89776046 5.96676617 12.60089276  6.00065390
14  6 5.79974365 1.07127181 0.99933470 1.03467825 -0.87249403 5.96378331 12.61086915  6.00063518
15  6 5.31275165 1.61684031 0.99618490 1.26912249 -0.72309089 6.45463548 11.33435016  6.00056974
 0  7 3.99999988 5.00000000 0.99200000 2.22710575 -0.42542115 7.61294038  6.47741169  7.00000309
 1  7 5.31278205 1.61684029 0.99618490 1.26912249 -0.72309089 6.45467239  4.66567082  7.00000445
 2  7 5.79977405 1.07127179 0.99933470 1.03467825 -0.87249403 5.96381453  3.38913814  7.00000496
 3  7 5.95343375 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679660  3.39910928  7.00000511
 4  7 5.99218738 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277983  4.08426421  7.00000514
 5  7 5.99921775 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922832  5.01126123  7.00000515
 6  7 5.99996936 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996940  6.00065918  7.00000515
 7  7 5.99999976 1.00000000 1.00000000 1.00000000 -0.90000000 5.99999976  7.00000515  7.00000515
 8  7 5.99999988 1.00000000 1.00000000 1.00000000 -0.90000000 5.99999988  8.00000000  7.00000515
 9  7 5.99999976 1.00000000 1.00000000 1.00000000 -0.90000000 5.99999976  8.99999485  7.00000515
10  7 5.99996936 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996940  9.99934082  7.00000515
11  7 5.99921775 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922832 10.98873877  7.00000515
12  7 5.99218738 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277983 11.91573579  7.00000514
13  7 5.95343375 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679660 12.60089072  7.00000511
14  7 5.79977405 1.07127179 0.99933470 1.03467825 -0.87249403 5.96381453 12.61086186  7.00000496
15  7 5.31278205 1.61684029 0.99618490 1.26912249 -0.72309089 6.45467239 11.33432918  7.00000445
 0  8 4.00000000 5.00000000 0.99200000 2.22710575 -0.42542115 7.61294060  6.47741188  8.00000000
 1  8 5.31278217 1.61684029 0.99618490 1.26912249 -0.72309089 6.45467253  4.66567090  8.00000000
 2  8 5.79977417 1.07127179 0.99933470 1.03467825 -0.87249403 5.96381466  3.38913816  8.00000000
 3  8 5.95343387 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679672  3.39910929  8.00000000
 4  8 5.99218750 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277995  4.08426421  8.00000000
 5  8 5.99921787 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922844  5.01126123  8.00000000
 6  8 5.99996948 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996952  6.00065918  8.00000000
 7  8 5.99999988 1.00000000 1.00000000 1.00000000 -0.90000000 5.99999988  7.00000515  8.00000000
 8  8 6.00000000 1.00000000 1.00000000 1.00000000 -0.90000000 6.00000000  8.00000000  8.00000000
 9  8 5.99999988 1.00000000 1.00000000 1.00000000 -0.90000000 5.99999988  8.99999485  8.00000000
10  8 5.99996948 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996952  9.99934082  8.00000000
11  8 5.99921787 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922844 10.98873877  8.00000000
12  8 5.99218750 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277995 11.91573579  8.00000000
13  8 5.95343387 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679672 12.60089071  8.00000000
14  8 5.79977417 1.07127179 0.99933470 1.03467825 -0.87249403 5.96381466 12.61086184  8.00000000
15  8 5.31278217 1.61684029 0.99618490 1.26912249 -0.72309089 6.45467253 11.33432910  8.00000000
 0  9 3.99999988 5.00000000 0.99200000 2.22710575 -0.42542115 7.61294038  6.47741169  8.99999691
 1  9 5.31278205 1.61684029 0.99618490 1.26912249 -0.72309089 6.45467239  4.66567082  8.99999555
 2  9 5.79977405 1.07127179 0.99933470 1.03467825 -0.87249403 5.96381453  3.38913814  8.99999504
 3  9 5.95343375 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679660  3.39910928  8.99999489
 4  9 5.99218738 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277983  4.08426421  8.99999486
 5  9 5.99921775 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922832  5.01126123  8.99999485
 6  9 5.99996936 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996940  6.00065918  8.99999485
 7  9 5.99999976 1.00000000 1.00000000 1.00000000 -0.90000000 5.99999976  7.00000515  8.99999485
 8  9 5.99999988 1.00000000 1.00000000 1.00000000 -0.90000000 5.99999988  8.00000000  8.99999485
 9  9 5.99999976 1.00000000 1.00000000 1.00000000 -0.90000000 5.99999976  8.99999485  8.99999485
10  9 5.99996936 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996940  9.99934082  8.99999485
11  9 5.99921775 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922832 10.98873877  8.99999485
12  9 5.99218738 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277983 11.91573579  8.99999486
13  9 5.95343375 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679660 12.60089072  8.99999489
14  9 5.79977405 1.07127179 0.99933470 1.03467825 -0.87249403 5.96381453 12.61086186  8.99999504
15  9 5.31278205 1.61684029 0.99618490 1.26912249 -0.72309089 6.45467239 11.33432918  8.99999555
 0 10 3.99996948 5.00000001 0.99200000 2.22710575 -0.42542115 7.61288253  6.47736246  9.99960465
 1 10 5.31275165 1.61684031 0.99618490 1.26912249 -0.72309089 6.45463548  4.66564984  9.99943026
 2 10 5.79974365 1.07127181 0.99933470 1.03467825 -0.87249403 5.96378331  3.38913085  9.99936482
 3 10 5.95340335 1.00555113 0.99994480 1.00274404 -0.89776046 5.96676617  3.39910724  9.99934610
 4 10 5.99215698 1.00024416 0.99999756 1.00012085 -0.89990113 5.99274946  4.08426378  9.99934169
 5 10 5.99918735 1.00000436 0.99999996 1.00000216 -0.89999823 5.99919796  5.01126118  9.99934091
 6 10 5.99993896 1.00000003 1.00000000 1.00000001 -0.89999999 5.99993904  6.00065917  9.99934083
 7 10 5.99996936 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996940  7.00000515  9.99934082
 8 10 5.99996948 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996952  8.00000000  9.99934082
 9 10 5.99996936 1.00000001 1.00000000 1.00000001 -0.89999999 5.99996940  8.99999485  9.99934082
10 10 5.99993896 1.00000003 1.00000000 1.00000001 -0.89999999 5.99993904  9.99934083  9.99934083
11 10 5.99918735 1.00000436 0.99999996 1.00000216 -0.89999823 5.99919796 10.98873882  9.99934091
12 10 5.99215698 1.00024416 0.99999756 1.00012085 -0.89990113 5.99274946 11.91573622  9.99934169
13 10 5.95340335 1.00555113 0.99994480 1.00274404 -0.89776046 5.96676617 12.60089276  9.99934610
14 10 5.79974365 1.07127181 0.99933470 1.03467825 -0.87249403 5.96378331 12.61086915  9.99936482
15 10 5.31275165 1.61684031 0.99618490 1.26912249 -0.72309089 6.45463548 11.33435016  9.99943026
 0 11 3.99921787 5.00000435 0.99200000 2.22710671 -0.42542097 7.61145458  6.47614482 10.99324640
 1 11 5.31200004 1.61684464 0.99618489 1.26912418 -0.72309000 6.45372932  4.66513070 10.99026688
 2 11 5.79899204 1.07127614 0.99933466 1.03468033 -0.87249243 5.96302022  3.38895057 10.98914882
 3 11 5.95265174 1.00555547 0.99994475 1.00274618 -0.89775872 5.96602328  3.39905678 10.98882896
 4 11 5.99140537 1.00024849 0.99999752 1.00012300 -0.89989938 5.99200829  4.08425320 10.98875356
 5 11 5.99843574 1.00000870 0.99999991 1.00000431 -0.89999648 5.99845687  5.01125976 10.98874024
 6 11 5.99918735 1.00000436 0.99999996 1.00000216 -0.89999823 5.99919796  6.00065909 10.98873882
 7 11 5.99921775 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922832  7.00000515 10.98873877
 8 11 5.99921787 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922844  8.00000000 10.98873877
 9 11 5.99921775 1.00000435 0.99999996 1.00000215 -0.89999824 5.99922832  8.99999485 10.98873877
10 11 5.99918735 1.00000436 0.99999996 1.00000216 -0.89999823 5.99919796  9.99934091 10.98873882
11 11 5.99843574 1.00000870 0.99999991 1.00000431 -0.89999648 5.99845687 10.98874024 10.98874024
12 11 5.99140537 1.00024849 0.99999752 1.00012300 -0.89989938 5.99200829 11.91574680 10.98875356
13 11 5.95265174 1.00555547 0.99994475 1.00274618 -0.89775872 5.96602328 12.60094322 10.98882896
14 11 5.79899204 1.07127614 0.99933466 1.03468033 -0.87249243 5.96302022 12.61104943 10.98914882
15 11 5.31200004 1.61684464 0.99618489 1.26912418 -0.72309000 6.45372932 11.33486930 10.99026688
 0 12 3.99218750 5.00024414 0.99199990 2.22716001 -0.42541123 7.59821503  6.46473199 11.94949428
 1 12 5.30496967 1.61708443 0.99618397 1.26921771 -0.72304061 6.44557466  4.66024956 11.92718106
 2 12 5.79196167 1.07151593 0.99933257 1.03479504 -0.87240424 5.95633118  3.38725226 11.91880737
 3 12 5.94562137 1.00579526 0.99994238 1.00286455 -0.89766237 5.95955263  3.39858119 11.91641147
 4 12 5.98437500 1.00048828 0.99999512 1.00024167 -0.89980231 5.98555826  4.08415342 11.91584658
 5 12 5.99140537 1.00024849 0.99999752 1.00012300 -0.89989938 5.99200829  5.01124644 11.91574680
 6 12 5.99215698 1.00024416 0.99999756 1.00012085 -0.89990113 5.99274946  6.00065831 11.91573622
 7 12 5.99218738 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277983  7.00000514 11.91573579
 8 12 5.99218750 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277995  8.00000000 11.91573579
 9 12 5.99218738 1.00024414 0.99999756 1.00012084 -0.89990114 5.99277983  8.99999486 11.91573579
10 12 5.99215698 1.00024416 0.99999756 1.00012085 -0.89990113 5.99274946  9.99934169 11.91573622
11 12 5.99140537 1.00024849 0.99999752 1.00012300 -0.89989938 5.99200829 10.98875356 11.91574680
12 12 5.98437500 1.00048828 0.99999512 1.00024167 -0.89980231 5.98555826 11.91584658 11.91584658
13 12 5.94562137 1.00579526 0.99994238 1.00286455 -0.89766237 5.95955263 12.60141881 11.91641147
14 12 5.79196167 1.07151593 0.99933257 1.03479504 -0.87240424 5.95633118 12.61274774 11.91880737
15 12 5.30496967 1.61708443 0.99618397 1.26921771 -0.72304061 6.44557466 11.33975044 11.92718106
 0 13 3.95343387 5.00555112 0.99199778 2.22833920 -0.42519578 7.52754312  6.40135912 12.76153079
 1 13 5.26621604 1.62239141 0.99616374 1.27128576 -0.72195018 6.40697719  4.63284419 12.65537203
 2 13 5.75320804 1.07682291 0.99928658 1.03733055 -0.87045934 5.92833499  3.37765370 12.61552214
 3 13 5.90686774 1.01110223 0.99989020 1.00548059 -0.89553812 5.93334163  3.39588910 12.60411090
 4 13 5.94562137 1.00579526 0.99994238 1.00286455 -0.89766237 5.95955263  4.08358853 12.60141881
 5 13 5.95265174 1.00555547 0.99994475 1.00274618 -0.89775872 5.96602328  5.01117104 12.60094322
 6 13 5.95340335 1.00555113 0.99994480 1.00274404 -0.89776046 5.96676617  6.00065390 12.60089276
 7 13 5.95343375 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679660  7.00000511 12.60089072
 8 13 5.95343387 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679672  8.00000000 12.60089071
 9 13 5.95343375 1.00555112 0.99994480 1.00274404 -0.89776047 5.96679660  8.99999489 12.60089072
10 13 5.95340335 1.00555113 0.99994480 1.00274404 -0.89776046 5.96676617  9.99934610 12.60089276
11 13 5.95265174 1.00555547 0.99994475 1.00274618 -0.89775872 5.96602328 10.98882896 12.60094322
12 13 5.94562137 1.00579526 0.99994238 1.00286455 -0.89766237 5.95955263 11.91641147 12.60141881
13 13 5.90686774 1.01110223 0.99989020 1.00548059 -0.89553812 5.93334163 12.60411090 12.60411090
14 13 5.75320804 1.07682291 0.99928658 1.03733055 -0.87045934 5.92833499 12.62234630 12.61552214
15 13 5.26621604 1.62239141 0.99616374 1.27128576 -0.72195018 6.40697719 11.36715581 12.65537203
 0 14 3.79977417 5.07127179 0.99197189 2.24289079 -0.42255491 7.27153092  6.14524216 13.17970919
 1 14 5.11255634 1.68811208 0.99592378 1.29662291 -0.70885276 6.32075033  4.51893331 12.80385588
 2 14 5.59954834 1.14254358 0.99875240 1.06823132 -0.84743491 5.91021957  3.33711514 12.66288486
 3 14 5.75320804 1.07682291 0.99928658 1.03733055 -0.87045934 5.92833499  3.38447786 12.62234630
 4 14 5.79196167 1.07151593 0.99933257 1.03479504 -0.87240424 5.95633118  4.08119263 12.61274774
 5 14 5.79899204 1.07127614 0.99933466 1.03468033 -0.87249243 5.96302022  5.01085118 12.61104943
 6 14 5.79974365 1.07127181 0.99933470 1.03467825 -0.87249403 5.96378331  6.00063518 12.61086915
 7 14 5.79977405 1.07127179 0.99933470 1.03467825 -0.87249403 5.96381453  7.00000496 12.61086186
 8 14 5.79977417 1.07127179 0.99933470 1.03467825 -0.87249403 5.96381466  8.00000000 12.61086184
 9 14 5.79977405 1.07127179 0.99933470 1.03467825 -0.87249403 5.96381453  8.99999504 12.61086186
10 14 5.79974365 1.07127181 0.99933470 1.03467825 -0.87249403 5.96378331  9.99936482 12.61086915
11 14 5.79899204 1.07127614 0.99933466 1.03468033 -0.87249243 5.96302022 10.98914882 12.61104943
12 14 5.79196167 1.07151593 0.99933257 1.03479504 -0.87240424 5.95633118 11.91880737 12.61274774
13 14 5.75320804 1.07682291 0.99928658 1.03733055 -0.87045934 5.92833499 12.61552214 12.62234630
14 14 5.59954834 1.14254358 0.99875240 1.06823132 -0.84743491 5.91021957 12.66288486 12.66288486
15 14 5.11255634 1.68811208 0.99592378 1.29662291 -0.70885276 6.32075033 11.48106669 12.80385588
 0 15 3.31278217 5.61684029 0.99178036 2.36022708 -0.40240188 6.59388890  5.30678656 12.91604666
 1 15 4.62556434 2.23368058 0.99447692 1.49041732 -0.62247813 6.40235895  4.13004431 11.86995569
 2 15 5.11255634 1.68811208 0.99592378 1.29662291 -0.70885276 6.32075033  3.19614412 11.48106669
 3 15 5.26621604 1.62239141 0.99616374 1.27128576 -0.72195018 6.40697719  3.34462797 11.36715581
 4 15 5.30496967 1.61708443 0.99618397 1.26921771 -0.72304061 6.44557466  4.07281894 11.33975044
 5 15 5.31200004 1.61684464 0.99618489 1.26912418 -0.72309000 6.45372932  5.00973312 11.33486930
 6 15 5.31275165 1.61684031 0.99618490 1.26912249 -0.72309089 6.45463548  6.00056974 11.33435016
 7 15 5.31278205 1.61684029 0.99618490 1.26912249 -0.72309089 6.45467239  7.00000445 11.33432918
 8 15 5.31278217 1.61684029 0.99618490 1.26912249 -0.72309089 6.45467253  8.00000000 11.33432910
 9 15 5.31278205 1.61684029 0.99618490 1.26912249 -0.72309089 6.45467239  8.99999555 11.33432918
10 15 5.31275165 1.61684031 0.99618490 1.26912249 -0.72309089 6.45463548  9.99943026 11.33435016
11 15 5.31200004 1.61684464 0.99618489 1.26912418 -0.72309000 6.45372932 10.99026688 11.33486930
12 15 5.30496967 1.61708443 0.99618397 1.26921771 -0.72304061 6.44557466 11.92718106 11.33975044
13 15 5.26621604 1.62239141 0.99616374 1.27128576 -0.72195018 6.40697719 12.65537203 11.36715581
14 15 5.11255634 1.68811208 0.99592378 1.29662291 -0.70885276 6.32075033 12.80385588 11.48106669
15 15 4.62556434 2.23368058 0.99447692 1.49041732 -0.62247813 6.40235895 11.86995569 11.86995569
